Departamento,Municipio,Localidad,Recinto,CantidadMesas,TotalInscritos,AP,ADN,APB_SUMATE,LIBRE,FP,MAS_IPSP,MORENA,UNIDAD,PDC,VotoValido,VotoBlanco,VotoNuloDirecto,VotoNuloDeclinacion,VotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal,latitu,longitud,Cincun,Descripcion_RuralUrbano,ValorMax,ColumnaMax,Dominio_Abs,VotosNulos_Ajus
La Paz,Palos Blancos,Popoy,Escuela Unidad Educativa Popoy,6,1392,69,10,16,39,19,82,0,36,310,581,192,467,0,467,1240,581,1240,-15.6415596,-67.16381836,16,Rural,467,VotoNuloDirecto,PDC > 50%,448
La Paz,Palos Blancos,San Miguel de Huachi,Esc. San Miguel de Huachi,8,1570,91,14,19,55,49,109,0,21,391,749,217,368,4,372,1338,749,1338,-15.67504978,-67.13038635,16,Rural,391,PDC,PDC > 50%,357
La Paz,Palos Blancos,Covendo,Esc. Franz Tamayo,4,986,51,10,37,26,18,36,0,19,208,405,201,278,12,290,896,405,896,-15.7925396,-66.97847748,1,Rural,278,VotoNuloDirecto,PDC > 50%,278
La Paz,Palos Blancos,Remolino,Esc. Remolinos,2,468,30,6,6,4,17,37,0,14,86,200,34,178,2,180,414,200,414,-15.70205021,-67.10275269,16,Rural,178,VotoNuloDirecto,Ninguno > 50%,173
La Paz,Palos Blancos,Sapecho,U. E. Sapecho B,12,2636,119,25,37,77,38,214,0,35,733,1278,324,778,8,786,2388,1278,2388,-15.55850983,-67.33434296,16,Urbano,778,VotoNuloDirecto,PDC > 50%,755
La Paz,Palos Blancos,Mapurichuqui,Esc. Mapurichuqui,2,258,18,4,2,4,4,17,0,3,60,112,26,92,0,92,230,112,230,-15.53334045,-67.38571167,16,Rural,92,VotoNuloDirecto,PDC > 50%,88
La Paz,Palos Blancos,Tucupi,U.E. Tucupi,4,944,61,9,21,8,10,32,0,7,206,354,113,335,8,343,810,354,810,-15.73571396,-67.05249023,16,Rural,335,VotoNuloDirecto,PDC > 50%,329
La Paz,Palos Blancos,Sillar,Colegio Gral. Juan Jose Torrez,6,1328,97,7,42,31,27,45,0,24,236,509,221,446,0,446,1176,509,1176,-15.43327999,-67.15503693,16,Rural,446,VotoNuloDirecto,Ninguno > 50%,428
La Paz,Palos Blancos,Puerto Carmen,Esc. Secc. Puerto Carmen,6,1410,104,5,5,13,15,256,0,9,322,729,120,433,6,439,1288,729,1288,-15.72646999,-67.10753632,16,Rural,433,VotoNuloDirecto,Ninguno > 50%,421
La Paz,Palos Blancos,Inicua Alto,Colegio Inicua Alto,14,3360,161,22,26,38,64,147,0,18,743,1219,429,1306,0,1306,2954,1219,2954,-15.49705029,-67.21655273,16,Rural,1306,VotoNuloDirecto,PDC > 50%,1254
La Paz,Palos Blancos,Cocochi,Escuela Cocochi,6,1056,86,5,11,9,6,74,0,5,199,395,126,398,1,399,920,395,920,-15.76373005,-67.03598022,16,Urbano,398,VotoNuloDirecto,PDC > 50%,383
La Paz,Palos Blancos,Villa Concepción,U.E. Villa Concepción,4,896,69,4,39,10,26,35,0,30,200,413,159,250,10,260,832,413,832,-15.83145714,-66.94831085,1,Rural,250,VotoNuloDirecto,Ninguno > 50%,250
La Paz,Palos Blancos,San José,U.E. San José,4,538,28,3,34,6,6,24,0,4,84,189,88,230,1,231,508,189,508,-15.80412006,-66.99893951,1,Rural,230,VotoNuloDirecto,Ninguno > 50%,222
La Paz,Palos Blancos,Playa Verde,U.E. Arancibia de Moseténes,2,66,1,0,3,0,2,3,0,0,20,29,14,21,0,21,64,29,64,-15.52304077,-67.25367737,1,Rural,21,VotoNuloDirecto,PDC > 50%,20
La Paz,Palos Blancos,San Pedro de Cogotay,U.E. Cogotay,2,238,18,1,4,4,4,18,0,14,128,191,12,18,5,23,226,191,226,-15.83841324,-66.91488647,1,Rural,128,PDC,PDC > 50%,22
La Paz,Palos Blancos,San Juan de Pojponendo,U.E. San Juan de Pojponendo,2,134,2,0,16,0,0,2,0,0,12,32,17,81,0,81,130,32,130,-15.2427702,-67.53137207,1,Rural,81,VotoNuloDirecto,Ninguno > 50%,78
La Paz,Palos Blancos,Agua Dulce,U.E. Agua Dulce,2,478,44,2,2,9,6,30,0,1,103,197,66,189,0,189,452,197,452,-15.75095177,-67.08024597,16,Rural,189,VotoNuloDirecto,PDC > 50%,181
La Paz,Puerto Pérez,Puerto Pérez,Escuela Puerto Perez,12,2570,196,23,31,77,34,86,0,52,1042,1541,413,501,1,502,2456,1541,2456,-16.2858696,-68.60112,14,Urbano,1042,PDC,PDC > 50%,482
La Paz,Puerto Pérez,Isla Suriqui,Esc. Mixto 16 De Julio,10,2162,195,18,36,30,53,90,0,37,443,902,306,876,8,884,2092,902,2092,-16.30656624,-68.75980377,14,Rural,876,VotoNuloDirecto,Ninguno > 50%,849
La Paz,Puerto Pérez,Cascachi,Escuela Central Cascachi,4,960,163,8,22,33,28,26,0,17,162,459,173,268,0,268,900,459,900,-16.34370041,-68.6745224,14,Rural,268,VotoNuloDirecto,Ninguno > 50%,257
La Paz,Puerto Pérez,Karapata Alta,Escuelas Populares Don Bosco,4,780,61,10,9,15,29,39,0,5,203,371,92,253,2,255,718,371,718,-16.34689903,-68.58613586,14,Rural,253,VotoNuloDirecto,PDC > 50%,245
La Paz,Puerto Pérez,Cumana,Unidad Educativa Cumana,4,614,47,7,10,16,15,29,0,15,161,300,97,187,0,187,584,300,584,-16.34832954,-68.63632965,14,Rural,187,VotoNuloDirecto,PDC > 50%,180
La Paz,Quiabaya,Quiabaya,Esc. Mixta Julio Cordero,14,2942,161,44,173,35,22,61,0,51,467,1014,481,1224,7,1231,2726,1014,2726,-15.63772011,-68.70291901,16,Rural,1224,VotoNuloDirecto,Ninguno > 50%,1182
La Paz,Cairoma,Cairoma,Colegio German Busch,12,2440,387,10,27,17,38,83,0,39,285,886,420,881,1,882,2188,886,2188,-16.90494919,-67.54138184,18,Rural,881,VotoNuloDirecto,Ninguno > 50%,847
La Paz,Cairoma,Collpani,Unidad Educativa Bolivar,4,960,150,5,14,12,16,17,0,12,147,373,192,327,0,327,892,373,892,-16.87226868,-67.54502106,18,Rural,327,VotoNuloDirecto,Ninguno > 50%,314
La Paz,Cairoma,Araca,Unidad Educativa Libertad,6,1478,293,7,20,24,37,42,0,30,230,683,270,430,1,431,1384,683,1384,-16.8196907,-67.56011963,18,Rural,430,VotoNuloDirecto,Ninguno > 50%,414
La Paz,Cairoma,Tienda Pata,Escuela Tienda Pata,2,234,48,0,6,10,3,8,0,6,69,150,33,37,0,37,220,150,220,-16.88607788,-67.50904846,18,Rural,69,PDC,Ninguno > 50%,36
La Paz,Cairoma,Keraya,Colegio Luis Espinal,4,802,113,10,19,20,50,17,0,24,130,383,189,152,0,152,724,383,724,-16.92918015,-67.57736206,18,Rural,152,VotoNuloDirecto,Ninguno > 50%,146
La Paz,Cairoma,Sacani (Loayza),Unidad Educativa Sacani,4,968,109,6,13,9,21,17,0,6,90,271,168,451,2,453,892,271,892,-16.94436073,-67.61374664,18,Rural,451,VotoNuloDirecto,Ninguno > 50%,435
La Paz,Cairoma,Saya,Escuela de Saya,2,264,28,2,8,6,5,5,0,8,43,105,33,110,0,110,248,105,248,-16.7102108,-67.54543304,18,Rural,110,VotoNuloDirecto,Ninguno > 50%,106
La Paz,Cairoma,Huara,Unidad Educativa Bartolina Sisa,2,344,45,3,5,4,10,6,0,13,69,155,65,91,1,92,312,155,312,-16.62150192,-67.45628357,18,Rural,91,VotoNuloDirecto,Ninguno > 50%,88
La Paz,Cairoma,Lloja,U.E. La Lloja,4,546,47,5,4,12,21,22,0,9,82,202,53,267,2,269,524,202,524,-16.74780655,-67.57339478,18,Rural,267,VotoNuloDirecto,Ninguno > 50%,258
La Paz,Cairoma,Torre Pampa,U.E. Araca Torre Pampa,6,1030,192,11,10,23,24,11,0,24,185,480,177,264,3,267,924,480,924,-16.83187866,-67.57705688,18,Rural,264,VotoNuloDirecto,Ninguno > 50%,256
La Paz,Charaña,Charaña,Colegio Eduardo Avaroa,6,1440,61,11,43,63,19,108,0,69,483,857,178,229,0,229,1264,857,1264,-17.59193993,-69.44685364,19,Rural,483,PDC,PDC > 50%,220
La Paz,Charaña,Eduardo Avaroa,Esc. Eduardo Avaroa,2,108,8,0,1,7,2,11,0,5,28,62,7,19,0,19,88,62,88,-17.53770065,-69.24786377,19,Rural,28,PDC,Ninguno > 50%,18
La Paz,Charaña,General Perez,Esc. Gualberto Villarroel,2,178,19,1,1,4,2,35,0,3,22,87,21,56,2,58,166,87,166,-17.51750946,-69.1175766,19,Rural,56,VotoNuloDirecto,Ninguno > 50%,56
La Paz,Charaña,Ladislao Cabrera,Esc. Sicuani Condoroca,2,372,33,5,4,10,4,44,0,16,88,204,40,91,1,92,336,204,336,-17.49444389,-69.46586609,19,Rural,91,VotoNuloDirecto,Ninguno > 50%,88
La Paz,Charaña,Chinocavi,Esc. Chinocavi,2,168,15,0,5,8,7,20,0,4,43,102,13,33,0,33,148,102,148,-17.72286034,-69.33293915,19,Rural,43,PDC,Ninguno > 50%,32
La Paz,Charaña,Río Blanco,Esc. Rio Blanco,2,386,18,5,7,15,5,22,0,13,70,155,75,112,2,114,344,155,344,-17.89189911,-69.0721283,19,Rural,112,VotoNuloDirecto,Ninguno > 50%,109
La Paz,Combaya,Combaya,Unidad Educativa Eduardo Avaroa,4,562,42,16,52,33,14,18,0,34,63,272,84,122,0,122,478,272,478,-15.80447006,-68.7542038,16,Rural,122,VotoNuloDirecto,Ninguno > 50%,117
La Paz,Combaya,Ticamblaya,Esc. Nucleo Ticamblaya,4,544,38,8,22,7,15,18,0,5,158,271,92,149,0,149,512,271,512,-15.83537006,-68.73175049,16,Rural,158,PDC,PDC > 50%,143
La Paz,Combaya,San Pedro de Sorejaya,Esc. Central Sorejaya,4,520,41,3,19,7,18,17,0,8,150,263,94,147,0,147,504,263,504,-15.82419968,-68.76490784,16,Rural,150,PDC,PDC > 50%,141
La Paz,Combaya,Huaycho,Unidad Educativa Huaycho,2,50,1,0,1,0,2,2,0,0,10,16,12,18,0,18,46,16,46,-15.81383038,-68.73400879,16,Rural,18,VotoNuloDirecto,PDC > 50%,17
La Paz,El Alto,El Alto,U.E. Villa Tunari,64,15224,803,217,288,990,345,478,0,1182,6272,10575,1493,2136,9,2145,14213,10575,14213,-16.49795151,-68.19724274,10,Urbano,6272,PDC,PDC > 50%,2059
La Paz,El Alto,El Alto,U. E. San Vicente de Paul Fe y Alegría,70,16740,889,274,230,1196,347,435,0,1112,7010,11493,1535,2538,10,2548,15576,11493,15576,-16.50515938,-68.20662689,13,Urbano,7010,PDC,PDC > 50%,2446
La Paz,El Alto,El Alto,U.E. Huayna Potosí,44,10580,428,192,261,545,176,283,0,586,4608,7079,1063,1519,43,1562,9704,7079,9704,-16.47708702,-68.18595886,10,Urbano,4608,PDC,PDC > 50%,1500
La Paz,El Alto,El Alto,U.E. Tupac Katari,34,7858,302,138,258,454,133,332,0,633,3269,5519,722,1082,27,1109,7350,5519,7350,-16.48520088,-68.19848633,10,Urbano,3269,PDC,PDC > 50%,1065
La Paz,El Alto,El Alto,U.E. Rafael Mendoza Castellón B,54,12632,518,222,416,1008,175,508,0,1131,5178,9156,968,1490,60,1550,11674,9156,11674,-16.49103928,-68.19480896,10,Urbano,5178,PDC,PDC > 50%,1488
La Paz,El Alto,El Alto,U.E. Illimani,60,14378,672,380,421,763,229,404,0,802,5344,9015,1496,2672,59,2731,13242,9015,13242,-16.46540451,-68.18468475,10,Urbano,5344,PDC,PDC > 50%,2622
La Paz,El Alto,El Alto,U.E. Illimani,60,14378,672,380,421,763,229,404,0,802,5344,9015,1496,2672,59,2731,13242,9015,13242,-16.54323769,-68.20860291,12,Urbano,5344,PDC,PDC > 50%,2622
La Paz,El Alto,El Alto,U.E. Rafael Pabón,54,12544,621,205,264,581,245,354,0,502,4695,7467,1358,2704,61,2765,11590,7467,11590,-16.46311951,-68.17429352,10,Urbano,4695,PDC,PDC > 50%,2654
La Paz,El Alto,El Alto,U.E. Puerto de Guaqui,58,13928,595,291,498,851,213,445,0,1101,5618,9612,1301,1961,48,2009,12922,9612,12922,-16.47596931,-68.17376709,10,Urbano,5618,PDC,PDC > 50%,1929
La Paz,El Alto,El Alto,U.E. San José Fe y Alegría,90,21162,860,366,830,1808,311,848,0,2105,8237,15365,1677,2663,69,2732,19774,15365,19774,-16.48144341,-68.17641449,10,Urbano,8237,PDC,PDC > 50%,2623
La Paz,El Alto,El Alto,U.E. Adrián Castillo Nava B,78,18508,737,337,599,1189,282,684,0,1486,7441,12755,1707,2650,84,2734,17196,12755,17196,-16.47932053,-68.18089294,10,Urbano,7441,PDC,PDC > 50%,2625
La Paz,El Alto,El Alto,U.E. Juan José Torrez Gonzales B,32,7306,292,141,238,424,93,217,0,405,3080,4890,700,1163,35,1198,6788,4890,6788,-16.47025299,-68.17063904,10,Urbano,3080,PDC,PDC > 50%,1150
La Paz,El Alto,El Alto,U.E. Luis Espinal Camps Fe y Alegría,28,6536,322,115,224,466,95,231,0,566,2643,4662,547,784,29,813,6022,4662,6022,-16.47947502,-68.16602325,10,Urbano,2643,PDC,PDC > 50%,780
La Paz,El Alto,El Alto,U.E. Elizardo Perez,48,11196,396,227,430,911,154,474,0,1036,4628,8256,851,1225,58,1283,10390,8256,10390,-16.48762321,-68.18971252,10,Urbano,4628,PDC,PDC > 50%,1232
La Paz,El Alto,El Alto,U.E. Mcal. José Ballivián  D,32,7508,283,111,332,639,117,297,0,751,2806,5336,617,992,31,1023,6976,5336,6976,-16.49044037,-68.17657471,10,Urbano,2806,PDC,PDC > 50%,982
La Paz,El Alto,El Alto,U.E. Nazareno Basil Miller,28,6540,254,165,239,732,92,281,0,813,2509,5085,395,615,25,640,6120,5085,6120,-16.48806572,-68.17467499,10,Urbano,2509,PDC,Ninguno > 50%,614
La Paz,El Alto,El Alto,U.E. Gran Bretaña,56,13162,566,223,504,1133,176,647,0,1340,5251,9840,995,1429,56,1485,12320,9840,12320,-16.49336624,-68.18772125,10,Urbano,5251,PDC,PDC > 50%,1426
La Paz,El Alto,El Alto,U.E. Los Andes,36,8566,291,156,296,794,104,329,0,807,3414,6191,630,1003,34,1037,7858,6191,7858,-16.49504471,-68.18408203,10,Urbano,3414,PDC,PDC > 50%,996
La Paz,El Alto,El Alto,U.E. Santa Maria de Los Ángeles,64,15096,563,282,601,1837,191,675,0,2017,5279,11445,1028,1428,53,1481,13954,11445,13954,-16.49472046,-68.17751312,10,Urbano,5279,PDC,Ninguno > 50%,1422
La Paz,El Alto,El Alto,U.E. Juvenal Mariaca B,68,16066,519,326,795,2119,194,625,0,2443,5325,12346,1042,1449,83,1532,14920,12346,14920,-16.49695396,-68.17047882,10,Urbano,5325,PDC,Ninguno > 50%,1471
La Paz,El Alto,El Alto,U.E. El Alto Integración,22,5180,172,113,285,756,62,211,0,805,1503,3907,335,515,7,522,4764,3907,4764,-16.50100517,-68.1647644,11,Urbano,1503,PDC,Ninguno > 50%,501
La Paz,El Alto,El Alto,U.E.  Interandino Boliviano,4,930,23,15,23,135,8,30,0,118,348,700,50,52,0,52,802,700,802,-16.49711037,-68.18139648,10,Urbano,348,PDC,Ninguno > 50%,50
La Paz,El Alto,El Alto,U.E. 12 de Octubre,42,10044,381,216,574,1432,123,250,0,1578,3134,7688,622,972,40,1012,9322,7688,9322,-16.51310539,-68.16313934,11,Urbano,3134,PDC,Ninguno > 50%,972
La Paz,El Alto,El Alto,U.E. Andrés Bello,10,2354,80,46,143,429,26,85,0,387,654,1850,128,165,6,171,2149,1850,2149,-16.51156425,-68.16712189,11,Urbano,654,PDC,Ninguno > 50%,164
La Paz,El Alto,El Alto,U.E. Santiago I,38,8770,394,122,494,1143,117,279,0,1213,2779,6541,550,766,45,811,7902,6541,7902,-16.52471542,-68.16459656,11,Urbano,2779,PDC,Ninguno > 50%,779
La Paz,El Alto,El Alto,U.E. Tarapaca,44,10498,422,193,457,1443,137,342,0,1578,3286,7858,637,1035,48,1083,9578,7858,9578,-16.50945091,-68.15955353,11,Urbano,3286,PDC,Ninguno > 50%,1040
La Paz,El Alto,El Alto,U.E. Brasilia,36,8448,306,108,548,1050,90,334,0,1384,2701,6521,460,812,29,841,7822,6521,7822,-16.51866913,-68.15981293,11,Urbano,2701,PDC,Ninguno > 50%,807
La Paz,El Alto,El Alto,U.E. Juan Capriles,32,7674,322,97,330,840,103,257,0,836,2498,5283,595,1057,25,1082,6960,5283,6960,-16.50625038,-68.15968323,11,Urbano,2498,PDC,Ninguno > 50%,1039
La Paz,El Alto,El Alto,U.E. Puerto Mejillones Ciudad Satelite,46,10752,246,109,819,2412,63,376,0,2765,2090,8880,446,507,43,550,9876,8880,9876,-16.52655029,-68.1520462,11,Urbano,2765,UNIDAD,Ninguno > 50%,528
La Paz,El Alto,El Alto,U.E. Vicente Donoso Torres A,40,9484,290,139,755,2073,66,390,0,2041,2108,7862,397,576,17,593,8852,7862,8852,-16.52235985,-68.15046692,11,Urbano,2108,PDC,Ninguno > 50%,569
